Key,Updated,Created,Name,Arbeitsplatz,Kassentyp,NL Number,Betriebsstelle,Hostname,IP-Adresse,Modell,Seriennummer,Betriebssystem,Prozessor,Installationsdatum,Lifecycle Status,1st-Level-Service-Unit,2nd-Level-Service-Unit,External-Service-Provider,Kommentar,SCO/Bargeldabwicklung
CIOS-239096,07/Jul/23 2:19 PM,07/Jul/23 10:45 AM,PC - Kasse 01 - DE0102CPOS20001,Kasse 01,Checkoutkasse,102,Labor,DE0102CPOS20001,10.49.243.101,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-242481,13/Oct/23 1:22 PM,13/Oct/23 1:22 PM,Abrechnungstresor 01 - DE0625CGLY20001,Abrechnungstresor 01,Abrechnungstresor,625,Hauptkassenzone,DE0625CGLY20001,10.250.65.21,Contec PC,SN - PC  - Abrechnungstresor 01 - DE0625CGLY20001,Windows Server 2019,,29.09.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-239167,13/Oct/23 2:21 PM,14/Jul/23 11:41 AM,Abrechnungstresor 02 - DE0561CGLY20002,Abrechnungsplatz 02,Abrechnungstresor,561,Hauptkassenzone,DE0561CGLY20002,10.253.148.22,Contec PC,,Windows 10,,,Inaktiv - Verschrottet,ServiceDesk Kasse / POS,TeamPOS Support,Glory,falsche Anlage,
CIOS-232774,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.100.41,Kasse 41,SB-Kasse,519,Hauptkassenzone,DE0520CPOS20041,10.250.100.41,FCC,SN - FCC  - Kasse 41 - 10.250.100.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232773,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.101.41,Kasse 41,SB-Kasse,520,Hauptkassenzone,DE0521CPOS20041,10.250.101.41,FCC,SN - FCC  - Kasse 41 - 10.250.101.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232775,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.102.41,Kasse 41,SB-Kasse,656,Hauptkassenzone,,10.250.102.41,FCC,SN - FCC  - Kasse 41 - 10.250.102.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232776,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.103.41,Kasse 41,SB-Kasse,655,Hauptkassenzone,,10.250.103.41,FCC,SN - FCC  - Kasse 41 - 10.250.103.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232777,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.104.41,Kasse 41,SB-Kasse,535,Hauptkassenzone,DE0539CPOS20041,10.250.104.41,FCC,SN - FCC  - Kasse 41 - 10.250.104.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232778,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.105.41,Kasse 41,SB-Kasse,658,Hauptkassenzone,,10.250.105.41,FCC,SN - FCC  - Kasse 41 - 10.250.105.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232779,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.106.41,Kasse 41,SB-Kasse,661,Hauptkassenzone,,10.250.106.41,FCC,SN - FCC  - Kasse 41 - 10.250.106.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232780,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.107.41,Kasse 41,SB-Kasse,659,Hauptkassenzone,,10.250.107.41,FCC,SN - FCC  - Kasse 41 - 10.250.107.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232781,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.109.41,Kasse 41,SB-Kasse,866,Hauptkassenzone,,10.250.109.41,FCC,SN - FCC  - Kasse 41 - 10.250.109.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232782,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.110.41,Kasse 41,SB-Kasse,651,Hauptkassenzone,,10.250.110.41,FCC,SN - FCC  - Kasse 41 - 10.250.110.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232783,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.111.41,Kasse 41,SB-Kasse,654,Hauptkassenzone,,10.250.111.41,FCC,SN - FCC  - Kasse 41 - 10.250.111.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232784,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.114.41,Kasse 41,SB-Kasse,663,Hauptkassenzone,,10.250.114.41,FCC,SN - FCC  - Kasse 41 - 10.250.114.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232785,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.115.41,Kasse 41,SB-Kasse,664,Hauptkassenzone,,10.250.115.41,FCC,SN - FCC  - Kasse 41 - 10.250.115.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232786,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.117.41,Kasse 41,SB-Kasse,665,Hauptkassenzone,,10.250.117.41,FCC,SN - FCC  - Kasse 41 - 10.250.117.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232787,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.118.41,Kasse 41,SB-Kasse,666,Hauptkassenzone,,10.250.118.41,FCC,SN - FCC  - Kasse 41 - 10.250.118.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232788,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.119.41,Kasse 41,SB-Kasse,667,Hauptkassenzone,,10.250.119.41,FCC,SN - FCC  - Kasse 41 - 10.250.119.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232789,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.120.41,Kasse 41,SB-Kasse,553,Hauptkassenzone,DE0553CPOS20041,10.250.120.41,FCC,SN - FCC  - Kasse 41 - 10.250.120.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232790,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.121.41,Kasse 41,SB-Kasse,668,Hauptkassenzone,,10.250.121.41,FCC,SN - FCC  - Kasse 41 - 10.250.121.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232791,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.122.41,Kasse 41,SB-Kasse,669,Hauptkassenzone,,10.250.122.41,FCC,SN - FCC  - Kasse 41 - 10.250.122.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232792,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.123.41,Kasse 41,SB-Kasse,851,Hauptkassenzone,,10.250.123.41,FCC,SN - FCC  - Kasse 41 - 10.250.123.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232793,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.125.41,Kasse 41,SB-Kasse,852,Hauptkassenzone,,10.250.125.41,FCC,SN - FCC  - Kasse 41 - 10.250.125.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232794,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.126.41,Kasse 41,SB-Kasse,853,Hauptkassenzone,,10.250.126.41,FCC,SN - FCC  - Kasse 41 - 10.250.126.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232795,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.127.41,Kasse 41,SB-Kasse,854,Hauptkassenzone,,10.250.127.41,FCC,SN - FCC  - Kasse 41 - 10.250.127.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232796,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.129.41,Kasse 41,SB-Kasse,855,Hauptkassenzone,,10.250.129.41,FCC,SN - FCC  - Kasse 41 - 10.250.129.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232797,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.130.41,Kasse 41,SB-Kasse,856,Hauptkassenzone,,10.250.130.41,FCC,SN - FCC  - Kasse 41 - 10.250.130.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232798,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.131.41,Kasse 41,SB-Kasse,857,Hauptkassenzone,,10.250.131.41,FCC,SN - FCC  - Kasse 41 - 10.250.131.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232799,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.132.41,Kasse 41,SB-Kasse,574,Hauptkassenzone,,10.250.132.41,FCC,SN - FCC  - Kasse 41 - 10.250.132.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232800,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.133.41,Kasse 41,SB-Kasse,858,Hauptkassenzone,,10.250.133.41,FCC,SN - FCC  - Kasse 41 - 10.250.133.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232801,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.134.41,Kasse 41,SB-Kasse,859,Hauptkassenzone,,10.250.134.41,FCC,SN - FCC  - Kasse 41 - 10.250.134.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232802,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.135.41,Kasse 41,SB-Kasse,861,Hauptkassenzone,,10.250.135.41,FCC,SN - FCC  - Kasse 41 - 10.250.135.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232803,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.137.41,Kasse 41,SB-Kasse,862,Hauptkassenzone,,10.250.137.41,FCC,SN - FCC  - Kasse 41 - 10.250.137.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232804,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.138.41,Kasse 41,SB-Kasse,863,Hauptkassenzone,,10.250.138.41,FCC,SN - FCC  - Kasse 41 - 10.250.138.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232805,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.139.41,Kasse 41,SB-Kasse,864,Hauptkassenzone,,10.250.139.41,FCC,SN - FCC  - Kasse 41 - 10.250.139.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232806,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.140.41,Kasse 41,SB-Kasse,585,Hauptkassenzone,,10.250.140.41,FCC,SN - FCC  - Kasse 41 - 10.250.140.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232807,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.141.41,Kasse 41,SB-Kasse,865,Hauptkassenzone,,10.250.141.41,FCC,SN - FCC  - Kasse 41 - 10.250.141.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232808,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.145.41,Kasse 41,SB-Kasse,657,Hauptkassenzone,,10.250.145.41,FCC,SN - FCC  - Kasse 41 - 10.250.145.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232809,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.146.41,Kasse 41,SB-Kasse,870,Hauptkassenzone,,10.250.146.41,FCC,SN - FCC  - Kasse 41 - 10.250.146.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232810,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.147.41,Kasse 41,SB-Kasse,868,Hauptkassenzone,,10.250.147.41,FCC,SN - FCC  - Kasse 41 - 10.250.147.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232811,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.149.41,Kasse 41,SB-Kasse,871,Hauptkassenzone,,10.250.149.41,FCC,SN - FCC  - Kasse 41 - 10.250.149.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232812,22/Sep/23 6:22 AM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.152.41,Kasse 41,SB-Kasse,509,Hauptkassenzone,DE0515CPOS20041,10.250.152.41,,SN - FCC  - Kasse 41 - 10.250.152.41,,,,Inaktiv - Pool,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232813,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.155.41,Kasse 41,SB-Kasse,872,Hauptkassenzone,,10.250.155.41,FCC,SN - FCC  - Kasse 41 - 10.250.155.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232814,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.156.41,Kasse 41,SB-Kasse,566,Hauptkassenzone,,10.250.156.41,FCC,SN - FCC  - Kasse 41 - 10.250.156.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232815,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.160.41,Kasse 41,SB-Kasse,491,Hauptkassenzone,DE0498CPOS20041,10.250.160.41,FCC,SN - FCC  - Kasse 41 - 10.250.160.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232816,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.162.41,Kasse 41,SB-Kasse,890,Hauptkassenzone,,10.250.162.41,FCC,SN - FCC  - Kasse 41 - 10.250.162.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232817,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.166.41,Kasse 41,SB-Kasse,891,Hauptkassenzone,,10.250.166.41,FCC,SN - FCC  - Kasse 41 - 10.250.166.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232818,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.168.41,Kasse 41,SB-Kasse,505,Hauptkassenzone,DE0507CPOS20041,10.250.168.41,FCC,SN - FCC  - Kasse 41 - 10.250.168.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232819,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.170.41,Kasse 41,SB-Kasse,892,Hauptkassenzone,,10.250.170.41,FCC,SN - FCC  - Kasse 41 - 10.250.170.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232820,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.172.41,Kasse 41,SB-Kasse,539,Hauptkassenzone,DE0539CPOS20041,10.250.172.41,FCC,SN - FCC  - Kasse 41 - 10.250.172.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232821,22/Sep/23 6:38 AM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.174.41,Kasse 41,SB-Kasse,893,Hauptkassenzone,,10.250.174.41,FCC,SN - FCC  - Kasse 41 - 10.250.174.41,,,,Inaktiv - Pool,ServiceDesk Kasse / POS,TeamPOS Support,Glory,falsche Anlage,
CIOS-232822,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.18.41,Kasse 41,SB-Kasse,596,Hauptkassenzone,,10.250.18.41,FCC,SN - FCC  - Kasse 41 - 10.250.18.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232823,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.184.41,Kasse 41,SB-Kasse,569,Hauptkassenzone,,10.250.184.41,FCC,SN - FCC  - Kasse 41 - 10.250.184.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232824,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.19.41,Kasse 41,SB-Kasse,598,Hauptkassenzone,,10.250.19.41,FCC,SN - FCC  - Kasse 41 - 10.250.19.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232825,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.21.41,Kasse 41,SB-Kasse,530,Hauptkassenzone,DE0531CPOS20041,10.250.21.41,FCC,SN - FCC  - Kasse 41 - 10.250.21.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232826,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.212.41,Kasse 41,SB-Kasse,507,Hauptkassenzone,DE0508CPOS20041,10.250.212.41,FCC,SN - FCC  - Kasse 41 - 10.250.212.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232827,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.22.41,Kasse 41,SB-Kasse,597,Hauptkassenzone,,10.250.22.41,FCC,SN - FCC  - Kasse 41 - 10.250.22.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232828,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.244.41,Kasse 41,SB-Kasse,560,Hauptkassenzone,DE0560CPOS20041,10.250.244.41,FCC,SN - FCC  - Kasse 41 - 10.250.244.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232829,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.28.41,Kasse 41,SB-Kasse,537,Hauptkassenzone,DE0537CPOS20041,10.250.28.41,FCC,SN - FCC  - Kasse 41 - 10.250.28.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232830,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.31.41,Kasse 41,SB-Kasse,601,Hauptkassenzone,,10.250.31.41,FCC,SN - FCC  - Kasse 41 - 10.250.31.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232831,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.33.41,Kasse 41,SB-Kasse,604,Hauptkassenzone,,10.250.33.41,FCC,SN - FCC  - Kasse 41 - 10.250.33.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232832,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.34.41,Kasse 41,SB-Kasse,609,Hauptkassenzone,,10.250.34.41,FCC,SN - FCC  - Kasse 41 - 10.250.34.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232833,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.36.41,Kasse 41,SB-Kasse,840,Hauptkassenzone,,10.250.36.41,FCC,SN - FCC  - Kasse 41 - 10.250.36.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232834,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.37.41,Kasse 41,SB-Kasse,531,Hauptkassenzone,DE0534CPOS20041,10.250.37.41,FCC,SN - FCC  - Kasse 41 - 10.250.37.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232835,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.38.41,Kasse 41,SB-Kasse,577,Hauptkassenzone,,10.250.38.41,FCC,SN - FCC  - Kasse 41 - 10.250.38.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232836,02/Aug/23 6:35 AM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.39.41,Kasse 41,SB-Kasse,603,Hauptkassenzone,,10.250.39.41,FCC,SN - FCC  - Kasse 41 - 10.250.39.41,,,,Inaktiv - Pool,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232837,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.4.41,Kasse 41,SB-Kasse,589,Hauptkassenzone,,10.250.4.41,FCC,SN - FCC  - Kasse 41 - 10.250.4.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232838,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.41.41,Kasse 41,SB-Kasse,602,Hauptkassenzone,,10.250.41.41,FCC,SN - FCC  - Kasse 41 - 10.250.41.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232839,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.42.41,Kasse 41,SB-Kasse,608,Hauptkassenzone,,10.250.42.41,FCC,SN - FCC  - Kasse 41 - 10.250.42.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232840,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.45.41,Kasse 41,SB-Kasse,605,Hauptkassenzone,,10.250.45.41,FCC,SN - FCC  - Kasse 41 - 10.250.45.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232841,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.46.41,Kasse 41,SB-Kasse,607,Hauptkassenzone,,10.250.46.41,FCC,SN - FCC  - Kasse 41 - 10.250.46.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232842,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.48.41,Kasse 41,SB-Kasse,814,Hauptkassenzone,,10.250.48.41,FCC,SN - FCC  - Kasse 41 - 10.250.48.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232843,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.49.41,Kasse 41,SB-Kasse,606,Hauptkassenzone,,10.250.49.41,FCC,SN - FCC  - Kasse 41 - 10.250.49.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232844,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.5.41,Kasse 41,SB-Kasse,595,Hauptkassenzone,,10.250.5.41,FCC,SN - FCC  - Kasse 41 - 10.250.5.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232845,09/Nov/23 3:14 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.50.41,Kasse 41,SB-Kasse,615,Hauptkassenzone,,10.250.50.41,FCC,SN - FCC  - Kasse 41 - 10.250.50.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,Ja
CIOS-232846,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.53.41,Kasse 41,SB-Kasse,614,Hauptkassenzone,,10.250.53.41,FCC,SN - FCC  - Kasse 41 - 10.250.53.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232847,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.54.41,Kasse 41,SB-Kasse,620,Hauptkassenzone,,10.250.54.41,FCC,SN - FCC  - Kasse 41 - 10.250.54.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232848,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.55.41,Kasse 41,SB-Kasse,618,Hauptkassenzone,,10.250.55.41,FCC,SN - FCC  - Kasse 41 - 10.250.55.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232849,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.57.41,Kasse 41,SB-Kasse,613,Hauptkassenzone,,10.250.57.41,FCC,SN - FCC  - Kasse 41 - 10.250.57.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232850,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.59.41,Kasse 41,SB-Kasse,622,Hauptkassenzone,,10.250.59.41,FCC,SN - FCC  - Kasse 41 - 10.250.59.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232851,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.6.41,Kasse 41,SB-Kasse,599,Hauptkassenzone,,10.250.6.41,FCC,SN - FCC  - Kasse 41 - 10.250.6.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
CIOS-232852,20/Jun/23 5:23 PM,20/Jun/23 5:23 PM,FCC  - Kasse 41 - 10.250.62.41,Kasse 41,SB-Kasse,619,Hauptkassenzone,,10.250.62.41,FCC,SN - FCC  - Kasse 41 - 10.250.62.41,,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,Glory,,
